,HCC1954_BrM2b_1,HCC1954_BrM2b_2,HCC1954_Parental_1,HCC1954_Parental_2,HCC1954_Parental_3
AGAP2-AS1,39.65779029,31.24279287,61.7118684,56.79770117,59.56365938
AGAP3,2963.003474,2935.781103,2192.195448,2215.110346,2005.581846
AGAP4,77.04942113,77.06555574,85.4472024,80.65273566,89.75345934
AGAP5,32.85931195,40.61563073,49.36949472,62.47747128,44.06078913
AGAP6,191.4904731,221.8238293,172.7932315,184.0245518,180.3228592
AGAP7,2.266159445,4.165705715,5.69648016,3.40786207,3.263762158
AGAP9,6.798478335,3.124279287,4.7470668,1.135954023,2.447821618
AGBL1,0,0,0,0,0
AGBL1-AS1,0,0,0,0,0
AGBL2,0,0,1.89882672,0,0.815940539
AGBL3,43.05702946,17.70424929,47.470668,36.35052875,47.32455129
AGBL4,0,0,0,0,0
AGBL4-IT1,0,0,0,0,0
AGBL5,1139.878201,1085.166339,1040.557043,1021.222667,954.6504312
AGBL5-AS1,0,1.041426429,0.94941336,3.40786207,0.815940539
AGER,185.8250745,218.6995501,248.7463003,272.6289656,236.6227564
AGFG1,7248.310985,7274.363606,6301.25647,6394.285197,6591.167678
AGFG2,2433.855244,2334.878053,2005.161016,1940.209472,1742.033052
AGGF1,920.0607347,981.023696,1229.490301,1367.688644,1425.448122
AGK,1879.77926,1756.886385,1634.889806,1623.278299,1743.664933
AGL,1451.475125,1421.547075,1669.068687,1649.405242,1648.19989
AGMAT,48.72242807,56.23702716,53.16714816,34.0786207,42.42890805
AGMO,14.73003639,21.86995501,16.14002712,10.22358621,13.87098917
AGO1,1682.623388,1631.915214,1590.267378,1557.392966,1535.600095
AGO2,978.9808803,865.4253624,1080.432404,1034.854115,1120.286361
AGO3,439.6349323,438.4405265,403.500678,373.7288737,420.2093778
AGO4,1091.155773,1212.220363,1339.622251,1312.026897,1364.252582
AGPAT1,2450.85144,2583.77897,1898.82672,1928.849932,1799.14889
AGPAT2,2274.091003,2280.723879,2562.466659,2621.781886,2246.284305
AGPAT3,2319.414192,2235.942543,3232.752491,3171.583633,3102.205931
AGPAT4,216.418227,256.1909015,394.9559577,398.7198622,411.2340319
AGPAT4-IT1,12.46387695,8.331411431,6.64589352,10.22358621,15.50287025
AGPAT5,1219.193781,1002.893651,730.0988738,763.3611037,741.6899504
AGPAT6,5445.581146,5127.983736,4934.101232,4915.273059,4849.134626
AGPAT9,403.3763812,366.582103,304.7616886,274.9008736,299.450178
AGPS,1180.669071,1042.467855,1255.124462,1184.800046,1236.149917
AGR2,1542.121502,1512.151175,3605.871941,3539.632737,3541.181941
AGR3,1.133079723,3.124279287,0.94941336,0,0.815940539
AGRN,21203.32085,21289.88049,30122.98709,30600.32948,26904.00741
AGRP,1.133079723,0,0,0,0
AGT,21.52851473,31.24279287,1.89882672,10.22358621,10.60722701
AGTPBP1,541.6121074,523.8374937,470.9090265,430.5265748,491.1962048
AGTR1,0,0,0,0,0
AGTR2,0,0,1.89882672,0,0
AGTRAP,2160.783031,2267.185336,2216.880196,2245.781104,1940.306603
AGXT,2.266159445,2.082852858,10.44354696,3.40786207,4.895643237
AGXT2,0,0,0,0,0
AHCTF1,4138.007147,3906.390535,3555.553033,3664.587679,4003.820227
AHCTF1P1,166.5627192,131.21973,157.6026178,131.7706667,150.1330593
AHCY,5298.280782,4955.106948,3858.415895,3669.131495,3679.891833
AHCYL1,9792.074962,10203.89615,13128.48794,13172.52285,13263.92941
AHCYL2,932.5246116,934.1595067,1273.163316,1264.316828,1352.013474
AHDC1,1661.094873,1519.44116,1750.718236,1739.14561,1547.023263
AHI1,562.0075424,602.9859023,556.3562289,615.6870806,578.5018425
AHNAK,23260.99362,24009.04489,35311.5311,34005.91964,36716.50833
AHNAK2,1228.258419,1353.854358,1604.508578,1644.861426,1674.309987
AHR,4808.790342,5117.569471,4257.169506,4032.636783,4311.42981
AHRR,90.6463778,62.48558573,123.4237368,131.7706667,111.7838539
AHSA1,6311.254054,5775.750974,4996.762514,4596.069978,4901.354821
AHSA2,1202.197586,1403.842826,1520.960203,1618.734483,1643.304246
AHSG,1.133079723,1.041426429,0,0,0
AHSP,0,0,0,0,0.815940539
AICDA,23.79467417,19.78710215,16.14002712,24.99098851,20.39851349
AIDA,5167.976614,4894.704216,5941.428807,5774.054301,6270.503046
AIF1,0,0,0,0,0
AIF1L,4321.566062,4081.350175,4661.619597,4508.601519,4450.139702
AIFM1,3836.60794,3660.613897,3579.288367,3466.931679,3573.819563
AIFM2,424.9048959,410.322013,292.4193149,268.0851495,226.0155294
AIFM3,7.931558058,17.70424929,17.08944048,11.35954023,13.05504863
AIG1,1128.547404,1249.711715,1370.952892,1322.250483,1355.277236
AIM1,9500.873473,9002.090051,8989.995106,8900.199773,9611.779555
AIM1L,311.5969237,302.0136644,428.1854253,407.8074944,390.0195779
AIM2,49.85550779,43.73991001,318.0534756,307.8435403,323.9283942
AIMP1,2489.37615,2409.860756,2152.320087,2017.454345,2202.223516
AIMP2,856.6082702,841.4725545,599.0798301,585.016322,582.5815452
AIP,1351.764109,1331.984403,1443.108307,1359.736966,1310.400506
AIPL1,37.39163084,54.1541743,48.42008136,63.61342531,47.32455129
AIRE,5.665398613,1.041426429,4.7470668,2.271908047,6.527524316
AIRN,0,0,0,0,0
AJAP1,0,0,0.94941336,0,2.447821618
AJUBA,5468.242741,6597.436427,4954.988326,4835.756277,4849.950567
AK1,1905.840093,1942.26029,1626.345086,1667.580506,1565.789895
AK2,6403.033512,6160.037327,5578.752903,5751.33522,5610.407149
AK3,5132.851143,5310.233361,4082.477448,3998.558162,4105.812795
AK4,5419.520313,5062.373871,6433.224927,6362.478485,6616.461834
AK5,4.53231889,1.041426429,0,2.271908047,1.631881079
AK6,482.6919618,458.2276287,558.2550557,578.2005979,627.4582748
AK7,21.52851473,18.74567572,22.78592064,24.99098851,19.58257295
AK8,46.45626862,54.1541743,60.76245504,68.1572414,65.27524316
AK9,141.6349653,164.5453758,110.1319498,117.0032644,115.8635566
AKAP1,4469.999505,4288.594034,4163.177583,3953.120001,3911.618946
AKAP10,1414.083494,1404.884253,1368.104652,1344.969564,1405.865549
AKAP11,2345.475026,2314.049525,2473.221803,2416.174208,2730.952986
AKAP12,137.1026464,121.8468922,204.1238724,166.9852414,193.3779079
AKAP13,3409.436885,3589.7969,2640.318554,2583.159449,2757.879023
AKAP14,1.133079723,0,0,0,0.815940539
AKAP17A,0,0,0,0,0
AKAP2,0,1.041426429,0.94941336,0,0.815940539
AKAP3,30.59315251,47.90561573,25.63416072,26.12694254,26.11009726
AKAP4,0,0,0,0,0
AKAP5,124.6387695,109.349775,132.9178704,151.0818851,136.2620701
AKAP6,752.3649358,806.0640559,950.3627733,937.1620693,1024.005377
AKAP7,67.98478335,99.97693717,115.8284299,122.6830345,139.5258322
AKAP8,1795.93136,1700.649358,1923.511467,1995.871219,1899.509576
AKAP8L,2466.714556,2584.820396,2511.198337,2646.772874,2362.147862
AKAP9,2864.425539,2918.076854,2610.88674,2520.681978,2920.251191
AKIP1,1278.113927,1315.32158,1086.128884,1095.059678,1121.102301
AKIRIN1,3273.467318,3205.510548,3167.242969,3005.734346,3178.904342
AKIRIN2,2369.2697,2366.120846,1629.193326,1703.931035,1595.163755
AKNA,520.0835926,621.731578,651.2975649,613.4151726,679.6784694
AKNAD1,0,1.041426429,0,0,0.815940539
AKR1A1,3643.984388,3987.621796,6167.389186,6142.103404,6011.033954
AKR1B1,43.05702946,27.07708715,46.52125464,59.06960921,40.79702697
AKR1B10,1457.140523,1475.70125,3584.035434,3460.115955,3405.735812
AKR1B15,738.7679791,727.9570738,546.8620953,579.3365519,629.9060965
AKR1C1,2097.330566,2685.83876,1631.092152,1573.296322,1456.453863
AKR1C2,653.7869999,896.6681552,385.4618241,371.4569656,402.258686
AKR1C3,888.3345025,1119.533411,1529.504923,1494.915495,1458.901685
AKR1C4,1.133079723,0,0.94941336,1.135954023,0
AKR1C6P,3.399239168,7.289985002,4.7470668,7.951678163,4.079702697
AKR1CL1,0,1.041426429,0,0,2.447821618
AKR1D1,33.99239168,36.44992501,25.63416072,29.53480461,26.9260378
AKR1E2,183.558915,209.3267122,326.5981958,310.1154484,321.4805725
AKR7A2,1301.908601,1315.32158,1172.5255,1159.809058,1097.440026
AKR7A2P1,1.133079723,2.082852858,0.94941336,3.40786207,2.447821618
AKR7A3,7.931558058,9.37283786,15.19061376,11.35954023,16.31881079
AKR7L,11.33079723,16.66282286,8.54472024,15.90335633,12.23910809
AKT1,6643.246413,6540.157973,6554.749837,6649.874853,6011.849895
AKT1S1,2475.779194,2443.186402,2508.350097,2418.446116,2327.062419
AKT2,5717.52028,5672.649758,6890.842167,7140.606991,6247.656711
AKT3,5.665398613,2.082852858,24.68474736,26.12694254,35.0854432
AKTIP,2217.437017,2617.104616,2107.697659,2098.107081,2137.764213
ALAD,1292.843963,1381.972871,2055.479924,2016.318391,2005.581846
ALAS1,892.8668213,834.1825695,912.3862389,915.5789428,848.578161
ALAS2,3.399239168,3.124279287,3.79765344,3.40786207,0
ALB,1.133079723,1.041426429,3.79765344,4.543816093,7.343464855
ALCAM,9579.055974,9210.375337,12423.07382,11910.47793,12592.41035
ALDH16A1,2320.547272,2400.487919,3911.583043,3797.4943,3315.982352
ALDH18A1,3188.486339,2973.272454,2568.163139,2634.27738,2547.366364
ALDH1A1,21.52851473,14.57997,3.79765344,4.543816093,3.263762158
ALDH1A2,33.99239168,42.69848358,13.29178704,14.7674023,11.42316755
ALDH1A3,99427.74565,91157.09674,53502.29107,51298.54774,53450.63286
ALDH1B1,1771.003606,1530.89685,1154.486646,1105.283265,1132.525469
ALDH1L1,1.133079723,1.041426429,1.89882672,0,1.631881079
ALDH1L1-AS1,0,0,0,0,0
ALDH1L1-AS2,0,0,0,0,0
ALDH1L2,66.85170363,71.85842359,426.2865986,437.342299,437.3441291
ALDH2,16.99619584,19.78710215,31.33064088,59.06960921,35.90138374
ALDH3A1,38.52471057,42.69848358,10.44354696,18.17526437,13.87098917
ALDH3A2,3434.364639,3398.174437,5179.049879,5164.04699,5167.351436
ALDH3B1,900.7983794,978.9408431,1753.566476,1978.831909,1669.414344
ALDH3B2,545.0113465,649.8500916,706.3635398,761.0891956,663.3596586
ALDH4A1,1185.20139,1277.830228,1643.434526,1514.226713,1338.958425
ALDH5A1,1743.809693,1749.5964,1912.118507,1845.925288,1844.025619
ALDH6A1,838.4789947,962.2780203,1001.631095,1006.455265,1019.925674
ALDH7A1,4402.014722,4563.530611,5197.088732,5136.784094,5321.564198
ALDH8A1,10.1977175,12.49711715,8.54472024,15.90335633,8.975345934
ALDH9A1,3400.372247,3289.866089,3428.331643,3306.762162,3392.680763
ALDOA,46503.85797,44473.07422,50801.21007,50529.50687,46290.75462
ALDOB,0,2.082852858,0.94941336,3.40786207,3.263762158
ALDOC,436.2356932,464.4761873,429.1348387,418.0310806,405.5224481
ALG1,665.1177971,607.151608,584.8386297,527.0826668,536.0729344
ALG10,241.3459809,228.0723879,353.1817699,304.4356783,333.7196806
ALG10B,607.3307313,633.1872687,703.5152997,772.4487359,873.8723178
ALG11,180.1596759,151.0068322,154.7543777,162.4414253,189.2982052
ALG12,432.836454,409.2805865,479.4537468,479.3725978,427.5528427
ALG13,1266.78313,1254.918847,1210.502034,1164.352874,1283.474469
ALG14,224.3497851,225.9895351,318.0534756,290.80423,269.260378
ALG1L,7.931558058,8.331411431,5.69648016,10.22358621,6.527524316
ALG1L2,5.665398613,8.331411431,11.39296032,15.90335633,19.58257295
ALG1L9P,62.31938474,66.65129145,61.7118684,56.79770117,65.27524316
ALG2,2088.265929,1912.058923,2130.48358,1957.248782,2110.838176
ALG3,2706.927457,2647.305982,2275.743824,2145.81715,2039.035408
ALG5,828.2812772,789.4012331,737.6941807,655.4454715,758.0087612
ALG6,487.2242807,520.7132144,568.6986026,545.2579312,595.6365938
ALG8,2020.281145,1977.668788,2027.946937,1933.393748,1976.207987
ALG9,772.7603708,706.0871188,783.266022,723.6027129,780.8550963
ALK,5.665398613,4.165705715,4.7470668,1.135954023,8.975345934
ALKBH1,450.9657296,367.6235294,424.3877719,395.3120001,382.676113
ALKBH2,494.022759,546.7488751,533.5703083,497.5478622,519.7541236
ALKBH3,518.9505129,511.3403766,487.0490537,475.9647358,500.1715507
ALKBH3-AS1,1.133079723,1.041426429,1.89882672,2.271908047,3.263762158
ALKBH4,525.7489912,501.9675387,455.7184128,408.9434484,416.9456157
ALKBH5,3877.39881,3551.264122,3296.363186,3171.583633,3018.979996
ALKBH6,635.6577243,631.1044159,855.4214373,817.8868968,718.0276747
ALKBH7,616.395369,613.4001666,851.6237839,912.1710807,774.3275719
ALKBH8,270.8060537,315.5522079,283.8745946,280.5806438,300.2661185
ALLC,0,1.041426429,1.89882672,1.135954023,0
ALMS1,1208.996064,1103.912015,1203.85614,1122.322575,1316.928031
ALMS1-IT1,43.05702946,43.73991001,58.86362832,36.35052875,59.56365938
ALMS1P,2.266159445,1.041426429,0,1.135954023,0.815940539
ALOX12,107.6425736,102.05979,114.8790166,135.1785288,105.2563296
ALOX12B,19.26235528,29.15994001,13.29178704,3.40786207,11.42316755
ALOX12P2,52.12166724,66.65129145,66.4589352,72.70105749,79.14623233
ALOX15,1000.509395,989.3551074,1298.797476,1276.812322,1165.979031
ALOX15B,0,0,0,4.543816093,0
ALOX15P1,22.66159445,34.36707215,39.87536112,44.30220691,31.0057405
ALOX5,149.5665234,153.089685,165.1979246,162.4414253,166.45187
ALOX5AP,4.53231889,12.49711715,2.84824008,3.40786207,2.447821618
ALOXE3,19.26235528,28.11851358,18.03885384,17.03931035,21.21445403
ALPI,0,0,0.94941336,0,0.815940539
ALPK1,1128.547404,1395.511415,1451.653027,1613.054713,1484.195841
ALPK2,4.53231889,6.248558573,1.89882672,1.135954023,3.263762158
ALPK3,453.231889,425.9434094,264.8863274,218.1031725,222.7517673
ALPL,0,0,0,0,0
ALPP,500.8212374,411.3634394,673.1340722,638.4061611,582.5815452
ALPPL2,1.133079723,2.082852858,15.19061376,15.90335633,14.68692971
ALS2,769.3611316,766.4898516,824.0907965,807.6633106,879.5839015
ALS2CL,2271.824844,2679.590201,3554.60362,3865.651541,3479.17046
ALS2CR11,1.133079723,0,5.69648016,5.679770117,4.079702697
ALS2CR12,12.46387695,9.37283786,21.83650728,14.7674023,15.50287025
ALX1,0,0,0,0,0
ALX3,172.2281178,174.95964,223.1121396,253.3177472,222.7517673
ALX4,2.266159445,2.082852858,0.94941336,2.271908047,1.631881079
ALYREF,3699.505294,3307.570338,2524.490124,2358.240552,2336.037764
AMACR,70.2509428,63.52701216,62.66128176,72.70105749,58.74771884
AMBN,0,0,0,0,0
AMBP,1.133079723,3.124279287,3.79765344,2.271908047,3.263762158
AMBRA1,1304.174761,1298.658757,1391.839986,1391.543679,1339.774366
AMD1,6415.497389,5196.71788,4504.01698,4185.990576,4614.959691
AMDHD1,1.133079723,0,0,1.135954023,0.815940539
AMDHD2,786.3573274,809.1883352,841.1802369,834.9262072,731.8986639
AMELX,0,0,0,0,0
AMELY,0,0,0,0,0
AMER1,492.8896793,497.801833,489.8972937,503.2276323,502.6193723
AMER2,9.06463778,7.289985002,3.79765344,18.17526437,8.159405395
AMER3,14.73003639,14.57997,12.34237368,12.49549426,13.87098917
AMFR,5892.014557,5920.509248,4947.393019,5067.490898,4722.663842
AMH,498.5550779,528.0031994,795.6083957,807.6633106,618.4829289
AMHR2,1.133079723,0,0,0,0
AMICA1,1.133079723,0,1.89882672,0,0
AMIGO1,172.2281178,159.3382436,105.384883,98.82800003,118.3113782
AMIGO2,1560.250778,1767.30065,2017.50339,2046.98915,1988.447095
AMIGO3,176.7604367,149.9654058,374.0688638,363.5052875,312.5052266
AMMECR1,1945.497884,1782.922046,1766.858263,1706.202943,1821.995225
AMMECR1L,2448.58528,2515.044826,2115.292966,1998.143127,2087.1759
AMN,4.53231889,17.70424929,7.59530688,9.087632187,8.975345934
AMN1,122.37261,108.3083486,75.9530688,102.2358621,79.14623233
AMOT,2361.338142,2305.718113,2137.129473,2167.400277,2210.382921
AMOTL1,3779.953954,3429.41723,6339.233005,6071.674255,6343.121754
AMOTL2,6112.965103,6322.49985,5004.35782,4901.641611,4693.289983
AMPD1,0,1.041426429,0.94941336,0,0
AMPD2,2050.874298,1983.917347,2077.316432,2012.910529,1734.689587
AMPD3,117.8402911,98.93551074,220.2638995,187.4324139,208.8807781
AMPH,1.133079723,0,1.89882672,0,2.447821618
AMT,89.51329808,157.2553908,159.5014445,199.9279081,150.1330593
AMTN,65.71862391,82.27268788,161.4002712,129.4987587,137.8939512
AMY1A,0,0,0,0,0
AMY1B,0,0,0,0,0
AMY1C,0,0,0,0,0
AMY2A,0,0,0,0,0
AMY2B,38.52471057,46.8641893,47.470668,65.88533335,66.90712424
AMZ1,6.798478335,7.289985002,0.94941336,2.271908047,11.42316755
AMZ2,2984.531989,2852.466989,2099.152939,2291.219265,2308.295786
AMZ2P1,208.4866689,242.6523579,161.4002712,179.4807357,171.3475133
ANAPC1,3136.364672,2809.768505,2735.25989,2764.912093,2846.816542
ANAPC10,277.604532,295.7651058,265.8357408,244.230115,289.6588915
ANAPC11,2558.494013,2486.926312,2549.174872,2373.007955,2313.191429
ANAPC13,989.1785978,1035.17787,800.3554625,781.5363681,823.2840043
ANAPC15,350.1216343,381.162073,379.765344,382.8165059,373.7007671
ANAPC16,1894.509296,2043.278653,2063.075231,2185.575541,2117.3657
ANAPC1P1,4.53231889,5.207132144,3.79765344,0,4.079702697
ANAPC2,2451.98452,2511.920546,2410.560521,2341.201242,2188.352527
ANAPC4,949.5208075,957.0708881,1021.568775,1038.261977,1114.574777
ANAPC5,3489.885545,3311.736044,3886.898296,3859.971771,3793.307568
ANAPC7,2027.079624,1919.348908,2412.459348,2415.038254,2437.214391
ANG,67.98478335,93.7283786,95.89074936,109.0515862,91.38534042
ANGEL1,844.1443933,895.6267288,723.4529803,673.6207358,687.0219342
ANGEL2,940.4561697,923.7452424,855.4214373,812.2071267,902.4302366
ANGPT1,4.53231889,7.289985002,27.53298744,27.26289656,23.66227564
ANGPT2,21.52851473,26.03566072,24.68474736,32.94266668,33.45356212
ANGPT4,10.1977175,19.78710215,6.64589352,13.63144828,14.68692971
ANGPTL1,5.665398613,4.165705715,4.7470668,4.543816093,4.079702697
ANGPTL2,0,0,0.94941336,0,0
ANGPTL3,1.133079723,6.248558573,0.94941336,1.135954023,2.447821618
ANGPTL4,9.06463778,4.165705715,85.4472024,86.33250577,70.98682693
ANGPTL5,0,1.041426429,2.84824008,1.135954023,0.815940539
ANGPTL6,3.399239168,6.248558573,2.84824008,4.543816093,4.895643237
ANGPTL7,1.133079723,1.041426429,0,0,0
ANHX,0,0,0,0,0
ANK1,12.46387695,16.66282286,9.4941336,11.35954023,4.895643237
ANK2,4.53231889,3.124279287,3.79765344,1.135954023,3.263762158
ANK3,985.7793586,1097.663456,1313.038677,1317.706667,1359.356939
ANKAR,36.25855112,36.44992501,36.07770768,48.846023,57.11583776
ANKDD1A,87.24713863,88.52124645,68.35776192,78.38082761,79.14623233
ANKDD1B,4.53231889,6.248558573,18.9882672,7.951678163,16.31881079
ANKEF1,1269.049289,1174.729012,1038.658216,1014.406943,1102.335669
ANKFN1,0,1.041426429,0.94941336,0,0.815940539
ANKFY1,3786.752433,3630.412531,4511.612287,4357.519634,4659.02048
ANKH,1067.361099,1155.983336,796.557809,753.1375175,753.9290585
ANKHD1,166.5627192,178.0839193,252.5439538,265.8132415,283.9473077
ANKHD1-EIF4EBP3,3.399239168,1.041426429,1.89882672,1.135954023,3.263762158
ANKIB1,3262.136521,3292.990368,3542.261246,3570.303495,3679.891833
ANKK1,4.53231889,7.289985002,6.64589352,4.543816093,8.159405395
ANKLE1,52.12166724,65.60986502,54.11656152,63.61342531,54.66801614
ANKLE2,3403.771486,3182.599167,3080.846353,3004.598392,3014.084353
ANKMY1,192.6235528,236.4037993,220.2638995,240.8222529,186.8503835
ANKMY2,585.8022165,560.2874187,663.6399386,682.708368,717.2117342
ANKRA2,551.8098249,629.021563,834.5343434,961.0171037,936.6997393
ANKRD1,50.98858751,23.95280786,5.69648016,1.135954023,9.791286473
ANKRD10,2942.608039,2961.816764,2296.630918,2424.125886,2326.246478
ANKRD11,8010.873638,9365.547875,7474.731383,7188.31706,7332.857628
ANKRD12,1787.999802,1711.063623,1829.519545,1928.849932,2134.500451
ANKRD13A,3506.881741,3449.204332,6394.298979,6434.043588,6690.712424
ANKRD13B,646.9885216,695.6728545,457.6172395,482.7804599,431.6325454
ANKRD13C,1499.064473,1360.102916,1724.134662,1770.952322,1844.84156
ANKRD13D,1377.824943,1385.09715,1476.337775,1656.220966,1379.755452
ANKRD16,316.1292426,278.0608565,286.7228347,237.4143909,212.9604808
ANKRD17,8511.694876,7838.81673,8143.118388,7662.009887,8334.01667
ANKRD18A,269.672974,287.4336944,294.3181416,289.668276,359.0138374
ANKRD18B,2.266159445,8.331411431,12.34237368,10.22358621,13.05504863
ANKRD18DP,3.399239168,2.082852858,1.89882672,2.271908047,4.079702697
ANKRD19P,37.39163084,45.82276287,31.33064088,34.0786207,31.0057405
ANKRD2,96.31177641,87.47982002,37.9765344,32.94266668,42.42890805
ANKRD20A1,0,0,0,0,0
ANKRD20A11P,7.931558058,3.124279287,1.89882672,1.135954023,1.631881079
ANKRD20A12P,13.59695667,18.74567572,11.39296032,5.679770117,17.13475133
ANKRD20A19P,5.665398613,4.165705715,1.89882672,7.951678163,1.631881079
ANKRD20A2,0,0,0,0,0
ANKRD20A3,0,0,0,0,0
ANKRD20A4,0,0,0,0,0
ANKRD20A5P,86.11405891,85.39696717,37.9765344,53.3898391,39.16514589
ANKRD20A8P,1.133079723,1.041426429,1.89882672,2.271908047,0
ANKRD20A9P,1205.596825,1254.918847,919.0321325,1022.358621,978.3127068
ANKRD22,360.3193518,341.5878687,381.6641707,353.2817013,360.6457184
ANKRD23,372.7832287,439.481953,450.971346,437.342299,455.294821
ANKRD24,15.86311612,18.74567572,18.03885384,9.087632187,17.95069187
ANKRD26,612.9961299,641.5186802,739.5930074,742.9139313,922.0128096
ANKRD26P1,2.266159445,0,0,0,0
ANKRD26P3,1.133079723,0,0,0,0
ANKRD27,3370.912174,3182.599167,4468.888685,4315.489335,4362.018124
